,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m�),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC)
20140908035500,14.8,79.8,0,0.11,0.59,68.2,2.9,0,1,13.1,13.1,13.1,2
20140908040000,14.8,79.9,0,0.2,0.74,68.2,2.9,0,1,13,13,13.1,2
20140908040500,14.8,79.9,0,0.24,0.89,68.4,4.2,0,1,12.9,13,13.1,2
20140908041000,14.8,80.1,0,0.12,0.59,68.6,3.2,0,1,13,13,13.1,2
20140908041500,14.7,80.5,0,0.08,0.59,68.5,4.7,0,1,13.1,13.1,13.1,1.9
20140908042000,14.5,81.2,0,0.01,0.14,68.4,4.2,0,1,13,13,13.1,1.9
20140908042500,14.4,81.8,0,0.06,0.44,68.3,3.6,0,1,13,13,13.1,1.8
20140908043000,14.4,81.7,0,0.08,0.74,68.3,3.6,0,1,13,13,13.1,1.8
20140908043500,14.1,81.9,0,0.04,0.29,68.2,2.9,0,1,13,13,13,1.8
20140908044000,13.9,82.8,0,0.24,0.89,68.2,2.9,0,1,13,13,13,1.7
20140908044500,13.6,83.6,0,0.22,0.89,49.8,6.6,0,1,13,13,13,1.6
20140908045000,13.5,84,0,0.21,0.74,47.7,2,0,1,13,13,13,1.5
20140908045500,13.4,84.1,0,0.25,0.74,47.7,2,0,1,13,13,13,1.5
20140908050000,13.4,84.1,0,0.23,0.74,46,4.4,0,1,13,13,13,1.5
20140908050500,13.4,84.2,0,0.11,0.74,45.6,3.3,0,1,12.9,13,13,1.5
20140908051000,13.3,84.3,0,0.08,0.44,45.6,3.3,0,1,13,13,13,1.5
20140908051500,13.3,84.5,0,0.08,0.44,45.6,4.5,0,1,13,13,13,1.5
20140908052000,13.3,84.5,0,0.03,0.29,45.6,3.3,0,1,13,13,13,1.5
20140908052500,13.2,84.7,0,0.06,0.29,45.6,3.3,0,1,13,13,13,1.4
20140908053000,13.1,84.9,0,0.02,0.14,45.6,3.3,0,1,13,13,13,1.4
20140908053500,13.2,84.9,0,0,0.14,45.6,3.3,0,1,13,13,13,1.4
20140908054000,13.1,84.9,0,0.03,0.14,45.6,3.3,0,1,13,13,13,1.4
20140908054500,13.2,84.8,0,0.01,0.14,45.6,3.3,0,1,13,13,13,1.4
20140908055000,13.2,84.7,0,0.07,0.44,45.6,3.3,0,1,12.9,13,13,1.4
20140908055500,13.3,84.3,0,0.08,0.59,45.6,3.3,0,1,13,13,13,1.5
20140908060000,13.3,84,0,0.1,0.59,45.6,3.3,0,1,12.9,13,13,1.5
20140908060500,13.4,83.6,0,0.14,0.59,45.6,3.3,0,1,12.8,12.9,13,1.6
20140908061000,13.4,83.4,0,0.15,0.59,45.6,3.3,0,1,12.9,13,13,1.6
20140908061500,13.4,83.1,0,0.11,0.59,45.6,4.5,0,1,12.9,13,13,1.6
20140908062000,13.3,83.4,0,0.06,0.44,45.6,3.3,0,1,12.9,13,13,1.6
20140908062500,13.2,83.8,0,0.07,0.59,45.6,3.3,0,1,12.9,13,13,1.5
20140908063000,13.1,84,0,0.04,0.44,45.6,3.3,0,2,12.9,13,13,1.5
20140908063500,13,84.2,0,0.15,0.59,45.6,3.3,0,5,12.9,12.9,13,1.5
20140908064000,13,84.4,0,0.22,0.74,45.6,3.3,0,9,12.9,12.9,12.9,1.5
20140908064500,13,84.4,0,0.24,0.89,40.9,4.7,0,12,12.9,12.9,13,1.5
20140908065000,13,84.5,0,0.11,0.59,37.8,3.8,0,15,12.9,13,13,1.5
20140908065500,12.9,84.5,0,0.04,0.44,37.9,2.6,0,19,13,13,13,1.4
20140908070000,12.9,84.7,0,0.1,0.29,37.9,2.6,0,23,13,13,13,1.4
20140908070500,13,84.7,0,0.03,0.29,37.9,2.6,0,27,12.8,13,13,1.4
20140908071000,13,84.5,0,0.19,0.89,37.8,3.8,0,31,13,13,13,1.5
20140908071500,13.1,84.2,0,0.13,0.59,37.9,2.6,0,35,13,13,13.1,1.5
20140908072000,13.1,84,0,0.1,0.74,37.9,2.6,0,40,13.1,13.1,13.1,1.5
20140908072500,13.2,83.7,0,0.06,0.44,37.9,2.6,0,73,13.1,13.1,13.1,1.5
20140908073000,13.4,83,0,0.17,0.74,37.9,2.6,0,99,13.1,13.2,13.2,1.6
20140908073500,13.7,82,0,0.23,0.74,37.9,2.6,0,109,13.2,13.2,13.3,1.7
20140908074000,13.9,81.3,0,0.12,0.59,37.9,2.6,0,120,13.3,13.3,13.3,1.8
20140908074500,14.3,79.9,0,0.05,0.29,37.8,3.8,0,131,13.3,13.4,13.5,2
20140908075000,14.6,78.1,0,0.23,0.89,37.9,2.6,0,144,13.4,13.5,13.6,2.2
20140908075500,14.5,78,0,0.25,0.74,37.9,2.6,0,157,13.6,13.6,13.7,2.2
20140908080000,14.7,78.3,0,0.22,1.04,37.8,3.8,0,169,13.7,13.7,13.8,2.2
20140908080500,14.7,78.5,0,0.55,1.34,283.4,14.7,0,182,13.6,13.8,13.8,2.1
20140908081000,14.7,78.8,0,0.43,1.19,281.5,0,0,195,13.8,13.8,13.9,2.1
20140908081500,15,77.8,0,0.38,1.19,281.5,0,0,208,13.9,13.9,14,2.2
20140908082000,15.2,77.1,0,0.54,1.63,281.5,0,0,222,14,14,14,2.3
20140908082500,15.2,76.8,0,0.46,1.34,282.1,0,0,232,14,14,14,2.4
20140908083000,15.5,75.7,0,0.42,1.19,283.6,0,0,244,14,14,14,2.5
20140908083500,15.6,75.1,0,0.59,1.19,273.1,1.7,0,256,13.9,13.9,14,2.6
20140908084000,15.8,74.5,0,0.41,1.63,271,0,0,270,13.9,13.9,14,2.6
20140908084500,16.2,72.8,0,0.34,0.89,270.9,0,0,283,13.9,13.9,13.9,2.9
20140908085000,16.3,72.3,0,0.53,1.79,314.8,15.2,0,297,13.9,13.9,13.9,2.9
20140908085500,16.3,72.2,0,0.56,1.49,304.7,18.8,0,313,13.9,13.9,13.9,2.9
20140908090000,16.4,72.1,0,0.95,2.08,288.7,9.2,0,326,13.9,13.9,13.9,3
20140908090500,16.5,71.6,0,0.71,1.63,300.9,30.3,0,336,13.9,13.9,13.9,3
20140908091000,16.6,70.8,0,0.65,1.34,314.9,19.3,0,350,13.9,13.9,13.9,3.1
20140908091500,16.7,70.6,0,0.74,1.79,334.1,32.7,0,366,13.9,13.9,13.9,3.2
20140908092000,16.8,70.5,0,0.56,1.63,286.6,14.2,0,374,13.9,13.9,13.9,3.2
20140908092500,17,70.1,0,0.83,1.79,301.4,30.3,0,388,13.9,13.9,13.9,3.2
20140908093000,17,69.7,0,0.46,1.49,350.4,3.3,0,401,13.8,13.9,13.9,3.3
20140908093500,17.3,69,0,0.34,1.34,343.6,5.6,0,417,13.8,13.8,13.9,3.4
20140908094000,17.5,67.8,0.14,0.66,1.79,288.5,17.7,0,420,13.8,13.8,13.8,3.6
20140908094500,17.5,67.5,0,0.56,1.49,318.2,30,0,437,13.8,13.8,13.8,3.6
20140908095000,18,66.5,0,0.36,1.49,308.6,30,0,423,13.8,13.8,13.8,3.8
20140908095500,18.2,65.6,0,0.5,1.19,280.3,0,0,408,13.8,13.8,13.8,3.9
20140908100000,17.6,66.8,0.14,1,2.08,290.8,17.4,0,445,13.8,13.8,13.8,3.7
20140908100500,17.8,65,0,0.6,1.63,284.4,11.6,0,465,13.8,13.8,13.8,3.9
20140908101000,18.3,63.3,0.14,0.8,1.93,280.4,2.8,0,531,13.8,13.8,13.8,4.2
20140908101500,18,60.8,0,0.95,2.24,276,8.2,0,559,13.8,13.8,13.8,4.5
20140908102000,18.1,60.1,0,0.51,2.38,276.7,0,0,254,13.8,13.8,13.8,4.6
20140908102500,18.9,58.4,0,0.31,1.04,277.3,0,0,560,13.8,13.8,13.8,4.9
20140908103000,19,57.5,0,0.75,2.24,319.2,42.9,0,477,13.8,13.8,13.8,5
20140908103500,18.2,55.1,0.14,0.83,2.38,3.2,20.3,0,599,13.8,13.8,13.8,5.2
20140908104000,18.5,54.8,0,1.05,2.38,354,26,0,510,13.8,13.8,13.8,5.3
20140908104500,18.7,52.7,0,0.77,1.63,14,17.2,0,416,13.8,13.8,13.8,5.6
20140908105000,18.6,54.2,0,0.36,1.04,28.4,42.9,0,468,13.8,13.8,13.8,5.4
20140908105500,18.7,53.6,0,0.92,2.68,345,34.3,0,598,13.8,13.8,13.8,5.5
20140908110000,18.7,53.1,0,0.96,2.53,329.8,25.1,0,660,13.8,13.8,13.8,5.5
20140908110500,18.7,52.9,0,0.91,2.83,321.2,33.6,0,679,13.8,13.8,13.8,5.6
20140908111000,18.9,52.7,0,0.77,1.93,328.1,24.8,0,660,13.8,13.8,13.8,5.6
20140908111500,19.2,51.8,0,1.08,2.38,297.4,19.1,0,606,13.8,13.8,13.8,5.8
20140908112000,18.6,52.7,0,1.05,2.53,270.2,16.6,0,509,13.8,13.8,13.8,5.6
20140908112500,19.6,50.3,0,0.44,1.19,256,0,0,513,13.8,13.8,13.8,6.1
20140908113000,19,50.7,0,0.42,1.93,280.4,37.3,0,391,13.8,13.8,13.8,5.9
20140908113500,18.6,52.4,0,0.97,2.53,331.7,14.4,0,689,13.8,13.8,13.8,5.6
20140908114000,18.9,51.8,0,0.69,1.93,298.2,25.7,0,692,13.8,13.8,13.8,5.7
20140908114500,19.2,51.1,0,0.64,1.34,338,9,0,718,13.8,13.8,13.8,5.9
20140908115000,19.2,49.8,0,0.65,2.24,321.8,34.4,0,716,13.8,13.8,13.8,6.1
20140908115500,19.4,48.7,0,0.39,1.49,289.6,2.4,0,593,13.8,13.8,13.8,6.2
20140908000000,19.3,48.4,0,1,3.13,310.6,44.7,0,542,13.8,13.8,13.8,6.3
20140908000500,18.6,49.8,0.74,1.57,2.83,334.7,19.1,0,232,13.8,13.8,13.8,5.9
20140908001000,18.6,50,0,0.48,1.93,28.7,51.3,0,562,13.8,13.8,13.8,5.9
20140908001500,19,47.7,0,0.4,1.19,93.9,7.1,0,709,13.8,13.8,13.8,6.3
20140908002000,19.1,48.2,0,0.62,1.63,49,25.7,0,670,13.8,13.8,13.8,6.3
20140908002500,19.4,48,0,0.83,2.38,61.8,65.4,0,438,13.8,13.8,13.8,6.3
20140908003000,19.2,49,0,1.12,2.68,291.7,13.5,0,695,13.8,13.8,13.8,6.2
20140908003500,19.2,48.7,0,0.49,1.34,283.6,0,0,640,13.8,13.8,13.8,6.2
20140908004000,19.1,47.6,0,0.62,2.08,357.2,18.6,0,553,13.8,13.8,13.8,6.3
20140908004500,19.4,46.4,0,0.31,1.19,2.1,2.9,0,704,13.8,13.8,13.8,6.6
20140908005000,19.5,46.4,0,1.21,2.53,347.3,34.1,0,709,13.8,13.8,13.8,6.6
20140908005500,19.2,46.8,0,0.6,1.49,339,9.3,0,670,13.8,13.8,13.8,6.5
20140908010000,19.3,46.3,0,0.65,1.49,355.5,25.2,0,615,13.8,13.8,13.8,6.5
20140908010500,19.4,45.4,0.14,0.86,2.08,354.1,54.7,0,683,13.8,13.8,13.8,6.7
20140908011000,19.9,44.5,0,0.99,2.24,313.3,48.6,0,694,13.8,13.8,13.8,6.9
20140908011500,19.9,42.9,0.14,1.03,1.93,291.1,26.5,0,692,13.8,13.8,13.8,7.1
20140908012000,19.4,42.5,0,1.06,1.63,277.4,13.4,0,669,13.8,13.8,13.8,7.1
20140908012500,19.7,42.6,0,0.25,1.04,335.4,0,0,694,13.8,13.8,13.8,7.1
20140908013000,19.9,42.6,0,0.17,0.59,335.4,0,0,693,13.8,13.8,13.8,7.2
20140908013500,20,42.9,0,0.99,2.38,297.1,19.6,0,698,13.8,13.8,13.8,7.2
20140908014000,20.2,42.8,0,0.38,1.19,280.1,13.1,0,693,13.8,13.8,13.8,7.2
20140908014500,20.4,41.8,0,0.71,2.24,226,60.5,0,680,13.8,13.8,13.8,7.4
20140908015000,20.2,42.1,0.29,1.15,2.68,297,16.5,0,680,13.8,13.8,13.8,7.3
20140908015500,20,42,0,0.39,1.79,275.9,4.1,0,676,13.8,13.8,13.8,7.3
20140908020000,20.3,41.7,0,0.54,1.34,267,1.9,0,672,13.8,13.8,13.8,7.4
20140908020500,20.3,41.3,0,0.22,0.89,264,0,0,662,13.7,13.7,13.8,7.5
20140908021000,20.9,41,0,0.82,3.13,271.8,7.8,0,656,13.7,13.7,13.7,7.6
20140908021500,21.1,39.7,0,0.6,1.63,277.8,16.8,0,649,13.7,13.7,13.7,7.9
20140908022000,20.6,39.4,0,0.43,2.08,49.9,25.1,0,648,13.7,13.7,13.7,7.8
20140908022500,20.6,39.3,0.14,1.26,2.24,126.6,14.8,0,638,13.7,13.7,13.7,7.8
20140908023000,20.9,39.5,0,0.51,1.34,129.7,6.2,0,626,13.7,13.7,13.7,7.9
20140908023500,21.3,38.7,0,0.98,2.53,26,92.4,0,623,13.7,13.7,13.7,8.1
20140908024000,21,39.2,0,1.08,2.68,298.4,33.6,0,616,13.7,13.7,13.7,7.9
20140908024500,21.6,38.1,0,0.5,1.79,262,14.9,0,617,13.7,13.7,13.7,8.2
20140908025000,21.4,38.1,0,0.55,1.63,249.7,14.6,0,604,13.7,13.7,13.7,8.2
20140908025500,21.8,37.5,0,0.32,1.19,241.3,0,0,600,13.7,13.7,13.7,8.4
20140908030000,21.6,37.2,0,0.79,2.08,258.7,14.6,0,583,13.7,13.7,13.7,8.4
20140908030500,21.7,37.6,0,0.5,1.19,259,0,0,578,13.7,13.7,13.7,8.3
20140908031000,21.9,37,0,0.27,1.49,258.8,0,0,551,13.7,13.7,13.7,8.5
20140908031500,21.5,37.4,0,0.49,1.34,256.8,6.8,0,552,13.7,13.7,13.7,8.3
20140908032000,21.4,37.8,0,1.07,2.38,157.7,81.1,0,546,13.7,13.7,13.7,8.2
20140908032500,21.5,37.5,0.14,0.98,2.08,312.6,36.5,0,511,13.7,13.7,13.7,8.3
20140908033000,21.4,37.3,0,0.55,1.63,307.2,11.6,0,524,13.7,13.7,13.7,8.3
20140908033500,21.5,37,0.14,1.08,2.24,322.4,20.9,0,528,13.7,13.7,13.7,8.4
20140908034000,21.3,36.7,0,0.84,2.08,345,13,0,507,13.7,13.7,13.7,8.4
20140908034500,21.3,36.8,0.14,1.02,2.08,324,14.8,0,497,13.7,13.7,13.7,8.4
20140908035000,21.4,36.9,0.14,0.92,2.24,329.4,16.5,0,483,13.7,13.7,13.7,8.4
20140908035500,21.3,36.6,0.14,0.91,2.24,294.4,24.4,0,468,13.7,13.7,13.7,8.4
20140908040000,21.7,36.4,0,0.41,1.79,323.2,22,0,468,13.7,13.7,13.7,8.5
20140908040500,22,35.8,0,1.02,2.08,305.4,23.5,0,450,13.7,13.7,13.7,8.7
20140908041000,21.6,35.9,0,0.44,1.49,298.7,15,0,438,13.7,13.7,13.7,8.6
20140908041500,22.1,35.5,0,0.53,1.63,216.4,3.2,0,403,13.7,13.7,13.7,8.8
20140908042000,22.3,35,0,0.72,2.53,256,38.1,0,392,13.7,13.7,13.7,8.9
20140908042500,22,36,0,0.52,1.79,300.4,12.7,0,390,13.7,13.7,13.7,8.7
20140908043000,22.2,35.7,0,0.71,1.63,282.6,7.1,0,383,13.7,13.7,13.7,8.8
20140908043500,22.1,35.6,0,0.65,1.49,288.5,10.8,0,394,13.7,13.7,13.7,8.8
20140908044000,22.4,34.8,0,0.25,1.34,301,0,0,372,13.7,13.7,13.7,9
20140908044500,21.8,35.5,0.14,0.97,1.79,320.6,13.2,0,341,13.7,13.7,13.7,8.7
20140908045000,21.8,36.2,0,1.1,2.24,314.7,21,0,322,13.7,13.7,13.7,8.6
20140908045500,21.8,35.8,0,0.8,1.79,308.6,26.4,0,346,13.7,13.7,13.7,8.6
20140908050000,21.9,35.6,0,0.45,1.19,327.7,2.1,0,313,13.7,13.7,13.7,8.7
20140908050500,22,35.2,0,0.34,1.04,326.7,1.7,0,286,13.7,13.7,13.7,8.8
20140908051000,22.1,35.1,0,0.26,0.89,326.7,1.7,0,292,13.7,13.7,13.7,8.8
20140908051500,22,35.3,0,0.66,2.38,338.6,16.7,0,260,13.7,13.7,13.7,8.8
20140908052000,21.7,35.8,0,0.37,1.19,0.2,3.6,0,217,13.7,13.7,13.7,8.6
20140908052500,21.7,37,0,0.68,1.34,346.7,15.7,0,228,13.7,13.7,13.7,8.4
20140908053000,21.9,37.3,0,0.46,1.04,328.4,2.4,0,211,13.7,13.7,13.8,8.4
20140908053500,21.8,37.1,0,0.7,2.08,337.2,11.3,0,195,13.8,13.8,13.8,8.4
20140908054000,21.7,37,0,0.59,1.63,299.9,15.6,0,211,13.8,13.8,13.8,8.4
20140908054500,21.7,36.7,0.14,0.59,1.63,336.3,13,0,195,13.8,13.8,13.8,8.5
20140908055000,21.6,37.1,0,0.61,1.79,334.6,11.1,0,183,13.8,13.8,13.8,8.4
20140908055500,21.6,37.9,0,0.54,1.19,309,1.8,0,165,13.8,13.8,13.8,8.3
20140908060000,21.5,38.1,0,0.83,1.93,333.8,17.7,0,137,13.8,13.8,13.8,8.2
20140908060500,21.4,38.9,0,0.53,1.34,333.1,17.5,0,130,13.5,13.8,13.8,8.1
20140908061000,21.5,39.3,0,0.46,1.34,345.4,11.8,0,137,13.8,13.8,13.8,8
20140908061500,21.3,39.8,0,0.59,1.49,304.6,5.5,0,123,13.8,13.8,13.8,7.9
20140908062000,21.1,40.3,0,0.53,1.19,353.5,21.8,0,118,13.8,13.8,13.8,7.8
20140908062500,21.1,40.7,0,0.47,1.49,347.5,20.8,0,86,13.8,13.8,13.8,7.7
20140908063000,21.1,39.4,0,0.53,1.79,337.6,13.7,0,55,13.7,13.8,13.8,7.9
20140908063500,21.1,39.2,0,0.58,1.49,3.9,10.7,0,39,13.5,13.5,13.7,8
20140908064000,21.1,38.9,0,0.43,1.34,348.4,4.6,0,38,13.5,13.5,13.5,8
20140908064500,20.9,39.2,0.14,0.93,1.93,340,15.9,0,37,13.4,13.4,13.5,7.9
20140908065000,20.9,38.8,0.14,1.03,2.53,343.3,9.3,0,35,13.4,13.4,13.4,8
20140908065500,20.8,39.4,0,0.67,2.24,353.1,10.4,0,30,13.4,13.4,13.4,7.9
20140908070000,20.7,39.3,0.14,0.84,1.63,329.2,12.4,0,27,13.3,13.4,13.4,7.8
20140908070500,20.7,39.5,0,0.5,1.63,334.7,4.2,0,23,13.2,13.3,13.3,7.8
20140908071000,20.6,40.1,0,0.3,1.34,334,2.8,0,16,13.3,13.3,13.3,7.7
20140908071500,20.5,40.5,0.14,0.76,1.49,329.6,7.5,0,11,13.3,13.3,13.3,7.6
20140908072000,20.4,40.7,0,0.52,1.19,318.1,3.3,0,6,13.2,13.2,13.3,7.6
20140908072500,20.3,41.2,0,0.43,1.19,313.2,2.9,0,3,13.2,13.2,13.2,7.5
20140908073000,20.3,41.6,0,0.38,1.04,311.4,2.8,0,1,13.2,13.2,13.2,7.4
20140908073500,20.2,41.8,0,0.45,1.34,312,1.5,0,1,13.2,13.2,13.2,7.4
20140908074000,20.1,42.6,0,0.21,0.59,312.1,1.8,0,1,13.2,13.2,13.2,7.2
20140908074500,20.1,42.7,0.14,0.53,1.34,311.8,1.1,0,1,13.2,13.2,13.2,7.2
20140908075000,20.1,42.7,0,0.42,1.04,312.1,1.8,0,1,13.2,13.2,13.2,7.2
20140908075500,20,43.1,0,0.48,1.19,312.1,1.8,0,1,13.2,13.2,13.2,7.1
20140908080000,20,42.7,0,0.48,1.34,309.8,5.5,0,1,13.2,13.2,13.2,7.2
20140908080500,20,42.7,0,0.41,1.04,309.1,0,0,1,13.1,13.2,13.2,7.2
20140908081000,20,42.8,0,0.32,0.89,309.3,0,0,1,13.2,13.2,13.2,7.2
20140908081500,20,42.9,0,0.38,1.19,309,0,0,1,13.2,13.2,13.2,7.2
20140908082000,19.9,43.6,0,0.21,0.89,309,0,0,1,13.2,13.2,13.2,7
20140908082500,19.8,43.6,0,0.37,0.89,309,0,0,1,13.2,13.2,13.2,7
20140908083000,19.9,43.1,0,0.35,0.89,309,0,0,1,13.2,13.2,13.2,7.1
20140908083500,19.8,43.7,0,0.2,1.49,320.1,34.4,0,1,13.2,13.2,13.2,7
20140908084000,19.5,44.9,0,0.55,1.79,88.4,39.9,0,1,13.2,13.2,13.2,6.8
20140908084500,19.4,45.4,0,0.96,2.53,123.1,12.5,0,1,13.2,13.2,13.2,6.7
20140908085000,19.3,45.7,0,0.48,1.49,150.4,25.5,0,1,13.1,13.2,13.2,6.6
20140908085500,19.2,46.1,0,0.53,1.34,171.1,0,0,1,13.2,13.2,13.2,6.6
20140908090000,19,46.3,0.29,1.32,2.98,129.2,23.5,0,1,13.2,13.2,13.2,6.5
20140908090500,18.9,46.8,0,0.96,1.79,120.3,14.1,0,1,13.1,13.2,13.2,6.4
20140908091000,18.8,47.3,0,0.23,0.59,133.3,0,0,1,13.2,13.2,13.2,6.3
20140908091500,18.7,47.8,0,0.26,0.89,133.3,0,0,1,13.2,13.2,13.2,6.2
20140908092000,18.7,48.3,0,0.05,0.29,133.3,0,0,1,13.2,13.2,13.2,6.2
20140908092500,18.6,49.2,0,0,0.14,133.3,0,0,1,13.2,13.2,13.2,6
20140908093000,18.4,50.1,0,0.06,0.59,133.3,0,0,1,13.2,13.2,13.2,5.9
20140908093500,18.5,48.9,0,0.27,0.89,133.3,0,0,1,13.2,13.2,13.2,6
20140908094000,18.4,49.2,0,0.38,1.04,133.3,0,0,1,13.1,13.2,13.2,6
20140908094500,18.5,49.1,0,0.23,0.89,133.3,0,0,1,13.1,13.2,13.2,6
20140908095000,18.4,49.6,0,0.18,1.04,133.3,0,0,1,13.1,13.2,13.2,5.9
20140908095500,18.3,49.7,0,0.34,1.49,132.6,2.4,0,1,13.1,13.2,13.2,5.9
20140908100000,18.3,49.7,0,0.12,0.44,132.3,2,0,1,13.1,13.2,13.2,5.9
20140908100500,18.1,50.3,0,0.07,0.59,132.3,2,0,1,13.1,13.1,13.2,5.8
20140908101000,18,50.4,0,0.3,1.04,132.3,2,0,1,13.1,13.2,13.2,5.8
20140908101500,18,50.3,0,0.34,1.63,128.5,9.4,0,1,13.1,13.2,13.2,5.8
20140908102000,18,50.8,0,0.31,1.34,112.8,0,0,1,13.1,13.2,13.2,5.7
20140908102500,17.9,51.4,0,0.03,0.44,113.2,0,0,1,13.1,13.2,13.2,5.6
20140908103000,17.7,52,0,0.09,0.59,113.2,0,0,1,13.1,13.2,13.2,5.5
20140908103500,17.6,52.6,0,0.06,0.29,113.2,0,0,1,13.1,13.1,13.2,5.4
20140908104000,17.5,53.6,0,0,0.14,113.2,0,0,1,13.1,13.1,13.2,5.3
20140908104500,17.4,54.8,0,0.01,0.14,113.2,0,0,1,13.1,13.1,13.1,5.1
20140908105000,17.3,54.5,0,0.2,0.89,113.2,0,0,1,13.1,13.1,13.1,5.1
20140908105500,17.5,53.7,0,0.17,0.59,113.2,0,0,1,13.1,13.1,13.1,5.3
20140908110000,17.5,53.3,0,0.22,0.74,113.2,0,0,1,13.1,13.1,13.1,5.3
20140908110500,17.5,53.4,0,0.34,1.34,115.5,2.6,0,1,13,13.1,13.1,5.3
20140908111000,17.5,53.6,0,0.44,1.63,116.5,2.8,0,1,13.1,13.1,13.1,5.3
20140908111500,17.5,53.8,0,0.27,1.49,116.7,0,0,1,13.1,13.1,13.1,5.2
20140908112000,17.4,54.2,0,0.09,0.59,116.7,0,0,1,13.1,13.1,13.1,5.2
20140908112500,17.4,54.2,0,0.36,1.34,116.9,0,0,1,13.1,13.1,13.1,5.2
20140908113000,17.4,54.5,0,0.05,0.59,117.1,1.4,0,1,13.1,13.1,13.1,5.1
20140908113500,17.2,55.4,0,0.15,0.44,117.1,1.4,0,1,13.1,13.1,13.2,5
20140908114000,17.1,56.1,0,0.1,0.44,117.1,1.4,0,1,13.1,13.1,13.2,4.9
20140908114500,17.2,55.9,0,0.76,1.93,124.4,8,0,1,13.1,13.1,13.2,4.9
20140908115000,17.2,55.6,0.14,0.87,2.53,130.7,7.6,0,1,13.1,13.1,13.1,5
20140908115500,17.1,55.7,0,1.22,2.24,129.7,13.3,0,1,13.1,13.1,13.1,5
20140909000000,16.9,55.5,0.29,1.9,3.13,124.6,16.3,0,1,13.1,13.1,13.1,4.9
20140909000500,16.9,56.1,0.14,1.12,3.43,124.8,17.3,0,1,13,13.1,13.1,4.9
20140909001000,16.9,56.7,0,0.76,2.24,128.5,18.2,0,1,13.1,13.1,13.1,4.8
20140909001500,16.8,57.8,0,0.67,2.24,120.3,24.3,0,1,13.1,13.1,13.1,4.7
20140909002000,16.8,58.6,0,0.21,1.19,123.8,23.7,0,1,13.1,13.1,13.1,4.6
20140909002500,16.8,59.2,0,1.08,2.68,123.6,9.6,0,1,13.1,13.1,13.1,4.5
20140909003000,16.5,60.5,0.74,1.73,2.98,124.1,12,0,1,13.1,13.1,13.1,4.3
20140909003500,16.5,60.6,0,0.92,2.98,130.1,9.4,0,1,13.1,13.1,13.1,4.3
20140909004000,16.5,60.8,0,0.13,0.74,107.5,2.5,0,1,13.1,13.1,13.1,4.3
20140909004500,16.4,61,0,0.47,1.49,118.4,31.8,0,1,13.1,13.1,13.1,4.2
20140909005000,16.4,61,0,0.53,1.79,136.6,14.5,0,1,13.1,13.1,13.1,4.2
20140909005500,16.3,61.1,0,0.47,1.63,83.7,45.2,0,1,13.1,13.1,13.1,4.2
20140909010000,16.3,61.3,0,0.5,1.93,129.6,0.6,0,1,13.1,13.1,13.1,4.2
20140909010500,16.2,61.4,0,0.67,2.08,127.1,3.6,0,1,13,13.1,13.1,4.2
20140909011000,16.1,61.6,0,1.26,2.68,129.5,6.7,0,1,13.1,13.1,13.1,4.1
20140909011500,16,62,0,0.72,2.08,128.3,8.2,0,1,13.1,13.1,13.1,4.1
20140909012000,15.9,62.3,0.14,1.19,2.38,128.9,3.3,0,1,13.1,13.1,13.1,4
20140909012500,15.9,62.5,0,0.58,1.49,128.8,3,0,1,13.1,13.1,13.1,4
20140909013000,15.9,62.7,0,0.61,1.79,130.6,1.2,0,1,13.1,13.1,13.1,4
20140909013500,15.9,62.8,0,0.68,1.34,130.6,1.2,0,1,13.1,13.1,13.1,4
20140909014000,15.9,62.7,0,0.84,1.79,129.6,8,0,1,13.1,13.1,13.1,4
20140909014500,15.9,62.6,0,0.6,1.93,113.1,3.7,0,1,13.1,13.1,13.1,4
20140909015000,15.9,62.7,0.14,0.92,1.93,124.2,14.2,0,1,13.1,13.1,13.1,4
20140909015500,15.7,63,0.44,1.43,2.98,128.7,13.6,0,1,13.1,13.1,13.1,3.9
20140909020000,15.7,63.4,0,0.69,2.08,140.5,2.9,0,1,13.1,13.1,13.1,3.9
20140909020500,15.8,63.7,0,0.49,1.34,139.3,0,0,1,13,13.1,13.1,3.8
20140909021000,15.7,64.3,0,0.45,1.19,139.3,0,0,1,13.1,13.1,13.1,3.8
20140909021500,15.7,65,0,0.7,2.24,136.2,8.6,0,1,13.1,13.1,13.1,3.7
20140909022000,15.6,66,0,0.99,2.38,122.1,5.4,0,1,13.1,13.1,13.1,3.6
20140909022500,15.6,66.4,0,0.34,1.49,123.7,1.7,0,1,13.1,13.1,13.1,3.5
20140909023000,15.6,67.1,0,0.47,1.79,136.9,6.6,0,1,13.1,13.1,13.1,3.4
20140909023500,15.6,67.7,0,0.43,1.93,144.4,6.5,0,1,13.1,13.1,13.1,3.4
20140909024000,15.6,68.1,0,0.39,1.93,120.4,3.2,0,1,13.1,13.1,13.1,3.3
20140909024500,15.5,68.8,0,0.86,2.08,126.6,7.2,0,1,13.1,13.1,13.1,3.2
20140909025000,15.5,69.3,0,0.35,1.79,110,4.1,0,1,13.1,13.1,13.1,3.2
